jar_path,metadata,mod_id,version,name,has_assets_academy,has_data_academy,has_safari_ticket_base
.fabric/processedMods/sgui-1.6.1+1.21.1-5b06347b1e7d973.jar,fabric.mod.json,sgui,1.6.1+1.21.1,sgui,False,False,False
.fabric/processedMods/spectrelib-0.17.2+1.21-fc5696963b8d0d7e.jar,fabric.mod.json,spectrelib,0.17.2+1.21,SpectreLib,False,False,False
.fabric/processedMods/team_reborn_energy-4.1.0-38150fdec8f22c3c.jar,fabric.mod.json,team_reborn_energy,4.1.0,Energy,False,False,False
.fabric/remappedJars/minecraft-1.21.1-0.18.1/server-intermediary.jar,,,,,False,False,False
fabric-server-launch.jar,,,,,False,False,False
libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar,,,,,False,False,False
libraries/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar,,,,,False,False,False
libraries/com/google/guava/guava/32.1.2-jre/guava-32.1.2-jre.jar,,,,,False,False,False
libraries/com/mojang/authlib/6.0.54/authlib-6.0.54.jar,,,,,False,False,False
libraries/com/mojang/brigadier/1.3.10/brigadier-1.3.10.jar,,,,,False,False,False
libraries/com/mojang/datafixerupper/8.0.16/datafixerupper-8.0.16.jar,,,,,False,False,False
libraries/com/mojang/logging/1.2.7/logging-1.2.7.jar,,,,,False,False,False
libraries/commons-io/commons-io/2.15.1/commons-io-2.15.1.jar,,,,,False,False,False
libraries/io/netty/netty-buffer/4.1.97.Final/netty-buffer-4.1.97.Final.jar,,,,,False,False,False
libraries/io/netty/netty-codec/4.1.97.Final/netty-codec-4.1.97.Final.jar,,,,,False,False,False
libraries/io/netty/netty-common/4.1.97.Final/netty-common-4.1.97.Final.jar,,,,,False,False,False
libraries/io/netty/netty-handler/4.1.97.Final/netty-handler-4.1.97.Final.jar,,,,,False,False,False
libraries/io/netty/netty-resolver/4.1.97.Final/netty-resolver-4.1.97.Final.jar,,,,,False,False,False
